id,title,description,image_url,trailer_url,start_to_end_time,rating,release_at,created_at,updated_at
241,Chennai 600028,"The Chennai Sharks reunite for Raghu's wedding. However, a cricket match against a local team soon causes a series of unfortunate events in their lives.",,,0 days 02:26:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
242,Shootout At Wadala,"A bright college student, Manya Surve, sets foot on the wrong path when his brother is shot dead. Based on a true story.",,,0 days 02:12:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
243,Deewana,"A grieving widow Kajal crosses paths with Raja, who falls head over heels in love with her. But chaos ensues when her husband Ravi returns from the dead.",,,0 days 02:37:00,,1992-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
244,Sardar Gabbar Singh,"Two childhood friends, Gabbar Singh and Samba, become police officers and decide to fight crime together. But what happens when they are at crossroads?",,,0 days 02:38:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
245,Varathan,Moving back to their ancestral home in Kerala from Dubai was not an easy choice for Abin and Priya. But they may have got more than what they bargained for.,,,0 days 02:03:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
246,Maine Pyaar Kyun Kiya,"To win over Sonia’s love, Samir spins up the story of his failed marriage and seeks sympathy. But chaos ensues when she insists on meeting his wife.",,,0 days 02:16:00,,2005-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
247,The Legend of Michael Mishra,"To win back his childhood sweetheart, Bhaiyyaji, a tailor-turned-kidnapper decides to give up his criminal ways. Will he succeed?",,,0 days 01:58:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
248,Idharkuthane Aasaipattai Balakumara,"While jobless Kumaravel sails in a one-sided love boat, Bala juggles work pressure and a possessive girlfriend. However, their paths cross hilariously.",,,0 days 02:16:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
249,Gayatri,"Sivaji reunites with his daughter who was missing for two decades. On learning that she was kidnapped by his lookalike, Sivaji decides to bring him to book.",,,0 days 01:43:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
250,Tango Charlie,"Tarun, a rookie BSF officer, learns patriotism and brotherhood as well as the heavy cost of war from his comrade, Havaldar Mohammed Ali. This internationally acclaimed anti-war film follows the lives of BSF soldier Tarun Chauhan (Bobby Deol) and stars Sanjay Dutt, Suniel Shetty and Ajay Devgn as armed forces officers involved in military operations across the country.",,,0 days 02:11:00,,2005-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
251,Sweater,"After facing multiple rejections, Tuku agrees to learn knitting at the insistence of a prospective mother-in-law, only to rediscover her life and relationships.",,,0 days 01:50:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
252,Ek Ultimate Chaalbaaz,Arjun and his jobless friends are petty thieves. Things take a comical turn when these rookies are hired to pull off the biggest heist. Can they crack it?,,,0 days 02:04:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
253,Tholi Prema,"While Balu falls in love with Anu at first sight, she is oblivious to his feelings. However, he has to face a lot of challenges to win her heart.",,,0 days 02:24:00,,1998-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
254,Vikram Vedha,"Police officer Vikram finally captures Vedha, a dreaded gangster. When the latter engages Vikram in a mind game, it challenges his notion of good and evil.",,,0 days 02:10:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
255,Ishq,"When Ajay and Madhu's rich dads oppose their relationship with Kajal and Raja because they are poor, the four rally behind their love and concoct ways to rebel.",,,0 days 02:36:00,,1997-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
256,Maari 2,"Maari, a local don, in his new naughty-turned-nice avtar, manages to get into the bad books of Beeja, a Murakami fan, who will stop at nothing to destroy him.",,,0 days 02:20:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
257,Phillauri,"Karan returns to India to marry his girlfriend. Little does he realise that he will have to marry a tree first with a ghost, who now calls him her husband.",,,0 days 02:10:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
258,Little Krishna III - The Wondrous Feats,"The story of Lord Krishna fighting dangerous demons like Aghasura, dreadful Vatsasura, and wicked Vyomasura.",,,0 days 01:34:00,,2009-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
259,Humko Deewana Kar Gaye,"Betrothed to different people, Aditya and Jia meet by chance and fall in love. Will they sacrifice their happiness for prior commitments?",,,0 days 02:28:00,,2006-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
260,Pokiri,"Pandu, a thug, takes assignments from local dons to make money and woo Shruthi. However, he discovers a shocking truth about himself.",,,0 days 02:32:00,,2006-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
261,31st October,"In the aftermath of Indira Gandhi's assassination, Devender Singh and his family get trapped in endless danger as the anti-Sikh riots break out in Delhi.",,,0 days 01:36:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
262,Krishna Cottage,"On a wintry night, a group of college students take shelter at the deserted Krishna Cottage. But they feel a menacing presence that’s keeping a watch.",,,0 days 02:01:00,,2004-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
263,Sarkar,"An NRI goes to extreme lengths to raise awareness against electoral fraud and eventually contests as a non-partisan politician, risking his own life.",,,0 days 02:25:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
264,Koode,"After years of being away in Dubai, Joshua returns for his sister's funeral. But it gets weird when he starts seeing his beloved sister's spirit.",,,0 days 02:26:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
265,Zameen,"When an Indian plane is hijacked by terrorists, a strict army man must forget his past and team up with a diligent ACP to plan a rescue mission.",,,0 days 01:58:00,,2003-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
266,Ekkees Toppon Ki Salaami,Subhash and Shekhar set out to get their father the mark of respect he deserved. Can the two determined brothers get their late father a 21-gun salute?,,,0 days 02:13:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
267,,"To avenge the acid attack on his sister, Dev traces down the culprit and kills him. All hell breaks loose when the culprit’s family seeks revenge on Dev.",,,0 days 02:09:00,,2007-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
268,Atharintiki Daaredi,"Gautam promises to reconcile his aunt and her father. His cousins, however, display unusual animosity. Now, Gautam has to use every trick to win them over.",,,0 days 02:46:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
269,Vinaya Vidheya Rama,"Ram, a righteous man, who is devoted to his foster brothers, finds his life falling apart when a cruel dictator targets his peace-loving family.",,,0 days 02:07:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
270,Ajnabhi Se Pyar,"Despite being let down by societal stereotypes, Basti Balaraju tries his best to woo a young widow but to no avail. Will he manage to win her over?",,,0 days 02:09:00,,2021-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
271,Nishyabda 2,"Three robbers try to dupe a visually impaired veteran, unaware of the horrors that await them.",,,0 days 01:42:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
272,Monsoon Shootout,A rookie cop's first assignment turns into his life's biggest dilemma - to shoot or not. Does every choice have a price?,,,0 days 01:26:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
273,Mirchi Malini,Mirchi Malini predicts the future of a person by tasting the food cooked by them. Hell breaks loose when a few chosen ones have to taste the food cooked by her.,,,0 days 00:43:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
274,Shororipu 2: Jotugriho,"A mysterious death makes Detective Chandrakanta spring into action! His first suspect is the dead man’s wife but as he delves deeper, dark secrets unfold.",,,0 days 02:02:00,,2021-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
275,Trigger,"A series of kidnappings is sweeping the state! Racing against time, an undercover cop must unravel the racket whilst probing its connection with his father.",,,0 days 02:10:00,,2022-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
276,DJ [Duvvada Jagannadham],An undercover officer fights crime in the guise of a priest. Things take a turn when he falls in love with the daughter of a corrupt minister.,,,0 days 02:21:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
277,Bhale Bhale Magadivoy,"Lucky, an amnesiac scientist, falls in love with Nandana. Trouble begins when he fails to keep up with his amnesia and his aim to prove his worth to her father.",,,0 days 02:17:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
278,Bobby Jasoos,"Bobby, a small-time detective in Hyderabad, gets a breakthrough when a rich man hires her. Unaware of his real intentions, Bobby sets out on a risky path.",,,0 days 01:56:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
279,Aata - The Game of Fear,"Three aspiring software professional girls start working on a horror short film to pursue their dreams. Unknowingly, their reel-life story becomes real.",,,0 days 01:45:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
280,Biwi No. 1,"Pooja's happiness is threatened when her husband cheats on her and moves in with a hot model. To get him back in line, she decides to get even in her own way.",,,0 days 02:12:00,,1999-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
281,Richie,"In a quest to unravel the truth behind a certain Christmas eve, journalist Megha comes across multiple perspectives and evidence, leading her to Richie.",,,0 days 01:38:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
282,Vishwaroopam,"When Nirupama tries to find a reason to divorce Vishva, she is unaware of his ties to the underworld. However, she finds out, and all hell breaks loose.",,,0 days 02:20:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
283,Good Luck,"It's about a salesman named Peter, who goes door-to-door to sell ‘Good Luck’. Will he find any buyers?",,,0 days 00:44:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
284,2 Countries,A con man gets lucky when he marries a wealthy Indian woman settled in Canada. Life is now a bed of roses for him. Or is it?,,,0 days 02:28:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
285,Julayi,"Though intelligent, Ravi believes in shortcuts to make money over hard work. His life changes when he crosses paths with Bittu, a gangster who robs a bank.",,,0 days 02:26:00,,2012-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
286,L7,Arun and Sandhya begin their happily ever after in a new home. Their happiness is short-lived as Arun discovers that Sandhya is possessed. Is she?,,,0 days 01:46:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
287,Hum Hain Rahi Pyar Ke,"Rahul is the guardian of his mischievous nephews, Sunny and Vicky, and a niece, Munni. Chaos ensues when the kids decide to shelter a runaway girl, Vyjayanti.",,,0 days 02:37:00,,1993-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
288,Kanchana,"A man sets out to overcome his fear of ghosts, only to get possessed by one. Hungry for revenge, the ghost makes him do her bidding.",,,0 days 02:14:00,,2011-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
289,Traffic,A traffic constable accepts the challenge of traversing 150 km by road to transport a donor's heart for an immediate transplant. Inspired by a true event.,,,0 days 01:40:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
290,Ragasiyam,Six different people struggle with problems of their own. The only thing they have in common is a mass murderer who decides to end their lives.,,,0 days 01:51:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
291,Indu Sarkar,"Set during the Indian Emergency, a simple housewife's life changes when she ventures into an area where residents are protesting against the government.",,,0 days 02:08:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
292,Hanuman Da’Damdaar,"To prove that he is a brave boy, Maruti, a young boy sets out on a jungle adventure and transforms into India's original superhero, Hanuman.",,,0 days 01:39:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
293,Tenali Ramakrishna BA BL,"Small-time lawyer Tenali Ramakrishna will do anything to make money, even lose a case on purpose. But then he takes up a case that changes his life forever.",,,0 days 02:00:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
294,Main Aur Charles,"Charles was charming and charismatic but evil personified. Known as the bikini killer, he was the most wanted criminal. Inspired by true events.",,,0 days 01:52:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
295,Theal,"Durai, a debt collector, tortures the poor while executing orders of a loan shark. Things take a turn when a woman enters his life, claiming to be his mother.",,,0 days 01:49:00,,2022-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
296,Shaadi Ke Side Effects,Siddharth and Trisha's happy married life takes a hit when they discover they are pregnant. Parenthood or splitsville - what is the way for them?,,,0 days 02:15:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
297,Mantra 2,"Having moved to a new city for a job, Mantra stays with an elderly couple as a paying guest. Things go wrong when she realises something is wrong with them.",,,0 days 01:43:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
298,Akhil,"To acquire a magical stone, a Russian gangster wreaks havoc in a village. However, Akhil, arrives as a godsend and battles the odds to protect the villagers.",,,0 days 01:39:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
299,Rum,"A thief and his friends experience spooky incidents in an old bungalow, where they are hiding after committing a robbery.",,,0 days 01:47:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
300,Raghuvaran B. Tech,"An engineer without a job, Raghuvaran slips into depression after his mother dies. However, life changes when he gets a project and falls for his neighbour.",,,0 days 02:05:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
301,Dongri Ka Raja,"Raja, the wingman of Dongri's most powerful don, is next to take his legacy forward. All is well until he falls in love and decides to quit the path of crime.",,,0 days 02:06:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
302,Vinashak,"Arjun, an honest police officer, pose as a prisoner to expose illegal activities carried out by Lankeshwar, a jailor. But the task is not as easy as it seems.",,,0 days 02:12:00,,1998-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
303,Velaikkaran,"Hailing from a slum, an enterprising young man wages a war against companies involved in food adulteration. Will he be successful?",,,0 days 02:31:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
304,Ustad Hotel,"When his father refuses to support his choice of a career, an aspiring chef tries to fulfil his dream by helping his grandfather run his small eatery.",,,0 days 02:24:00,,2012-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
305,Hanuman Vs Mahiravana,"The story of Hanuman saving Rama and Lakshmana from Mahiravana, Ravana's brother, and a dark and powerful sorcerer.",,,0 days 01:27:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
306,Gimmick,"Happy-go-lucky Gani falls head over heels in love with Raani. To separate them, Raani’s father plots a fake wedding in a haunted house. And things go awry!",,,0 days 02:16:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
307,Hadh Kar Di Aapne,"Anjali and Raj meet in Europe and fall in love, unaware that they are spying on each other for their best friends.",,,0 days 02:13:00,,2000-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
308,Khaidi No. 150,"Kaththi Seenu, a convict on the run, meets his lookalike, Shankar, and sends him to prison. But things change when he gets a sneak peek into Shankar's life.",,,0 days 02:17:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
309,Well Done Abba,"Tired of bureaucratic delays, chauffeur Armaan Ali takes matters into his own hands to save his draught-stricken village. But can he fight the big guns?",,,0 days 02:14:00,,2010-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
310,Magadheera,"Satya and Deepthi are mercilessly attacked and left for dead. Unfortunately for their assailants, he re-emerges with a relentless need for vengeance.",,,0 days 02:32:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
311,Mass Leader,Honest army officer Captain Shivraj's happy life takes a drastic turn when his family is killed in a terrorist attack.,,,0 days 01:56:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
312,Piya Re,"Rabi falls in love with Riya, who lives in a slum. Initially reluctant, soon she unites with him only to mysteriously disappear one fine day.",,,0 days 02:13:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
313,Dulhan Hum Le Jayenge,"Raised by three eccentric uncles, Sapna is pampered and protected. Unaware that Sapna is in love with Raja, the three set out to find a suitor for her.",,,0 days 02:12:00,,2000-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
314,Aisha,"Aisha thinks she is a perfect matchmaker, despite her neighbour Arjun's warning. As she continues to meddle in others' lives, she falls short of her own.",,,0 days 02:06:00,,2010-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
315,Guddu Rangeela,"Two small-town musicians kidnap a young woman in order to make a quick buck, but earn the wrath of a powerful politician in the bargain.",,,0 days 01:59:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
316,Manmadhudu,"A man who despises women is forced to work with an attractive and smart woman. Will his attempts to get her to quit the job be successful, or will Cupid strike?",,,0 days 02:22:00,,2002-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
317,Roy,"A casanova filmmaker feels lonely after a heartbreak. Meanwhile, a notorious art thief has a change of heart after falling in love. Are there any dots to join?",,,0 days 02:19:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
318,Maari,"Maari, a local don, is notorious for troubling people and extorting money. Tables turn when he falls for Sridevi, who gives him a taste of his own medicine.",,,0 days 02:11:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
319,Tezz,"Aakash plots a terrorist attack on a train in London. Arjun, an officer on the brink of retirement, tries to negotiate with him. Who will win this war?",,,0 days 01:56:00,,2012-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
320,Kyo Kii... Main Jhuth Nahin Bolta,"Raj, a lawyer, has no qualms about lying through his teeth to win cases. However, his behaviour takes a U-turn one day when he can't stop speaking the truth.",,,0 days 02:30:00,,2001-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
321,Mona Darling,"A bunch of amateurs set out to find a serial killer on the college campus, who uses social media as a tool. Can they find him before he claims his next victim?",,,0 days 01:43:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
322,Dora,"A woman spends all her savings to buy a vintage car, only to discover that it is haunted by a revenge-hungry ghost.",,,0 days 02:03:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
323,June,"Sixteen-year-old, June Sara Joy feels that she lacks any special talent. Here's her story of blossoming into an independent young woman.",,,0 days 02:14:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
324,Kahin Pyaar Na Ho Jaaye,"Prem, an aspiring pop star is abandoned by Nisha on their wedding day. Later, he meets Priya, a videographer and a new relationship blossoms.",,,0 days 02:38:00,,2000-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
325,Dear Comrade,"Rebel without a cause Bobby constantly gets into fights because of his temper. However, he meets his match when he comes across state-level cricketer Lilly.",,,0 days 02:47:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
326,Entha Manchivaadavuraa,A loner starts an agency that assigns people to those who crave company. His 'relationship for hire' concept works well until a new client asks for a fake son.,,,0 days 02:21:00,,2020-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
327,Dhol,Four lazy friends want to make easy money and plan to get married to a rich girl. But their plan goes awry when they get entangled with the criminal world.,,,0 days 02:25:00,,2007-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
328,,"Jeeva takes Kiran under his wing and trains her to handle weapons to avenge the death of her family. In the process, Jeeva confronts his haunting past.",,,0 days 02:26:00,,2000-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
329,Mera Vaada My Promise,"Ram and Sravani are madly in love, but misunderstandings create a rift. Enter Lankapathi who wants to marry Sravani at any cost. Will their love survive?",,,0 days 01:50:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
330,Maragatha Nanayam,"A jewel smuggler hires two petty thieves to locate a cursed medallion. Will they be successful in this magical heist, or will they fall prey to the spell?",,,0 days 01:57:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
331,Mundasupatti,Mundaspatti is a village where cameras are banned due to a superstition. Things change when a photographer visits and falls for the village head's daughter.,,,0 days 02:19:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
332,Ek Zabardast Fight Plan,"Sakthi and Asha use their intelligence to create new electronic devices. When HRD Minister Devaraj dupes them, Sakthi and Asha concoct a plan to expose him.",,,0 days 01:45:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
333,Chatrapathi,"Shivaji, a Sri Lankan Tamil, lands in Vizag after political upheaval in his hometown. The situation worsens when his jealous stepbrother enters his life.",,,0 days 02:39:00,,2005-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
334,"I, Me Aur Main","Ishaan, a music producer, is commitment-phobic until he starts feeling a connection with Gauri, his next-door neighbour.",,,0 days 01:40:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
335,Rekka,"Known for helping girls in getting out of unwanted marriages, Siva has created enemies. Trouble ensues when he is trapped to kidnap a politico's daughter.",,,0 days 01:54:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
336,Mahayuddha,"Due to his brothers' meddling, an aggressive man falls in love with a woman who believes him to be a non-violent person. But, how long can he keep up the act?",,,0 days 01:59:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
337,Maasthi Gudi,"Maasthi leads an isolated life near a forest. On learning that tigers are illegally being hunted and killed, he sets out to save them and make things right.",,,0 days 01:56:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
338,Middle Class Ambala,"Young, middle-class boy Nani has to protect his sister-in-law, a transport official from a gangster, who runs an illegal transport business.",,,0 days 02:12:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
339,F2: Fun and Frustration,"To teach their respective wives a lesson, Venky and Varun leave their home. What happens when they fall in their own trap?",,,0 days 02:19:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
340,Boomerang,"A young man has to undergo a face transplant after being gravely injured in a fire accident. But soon, he realises that his new face has many enemies.",,,0 days 01:53:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
341,Detective,Detective Advaita Bhushan's life gets exciting when a dog's murder investigation leads him to a huge set-up of hi-tech assassins committing murders in the city.,,,0 days 02:26:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
342,Mirzya,"The legend of star-crossed lovers Mirzya-Sahiban lives on when Munish meets his childhood love, Suchitra, but discovers she's engaged to the local prince.",,,0 days 02:04:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
343,Shorgul,"A Hindu boy is friends with a Muslim girl. However, with vested interests working against them to gain political mileage, their friendship is misconstrued.",,,0 days 02:04:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
344,Parava,"Best friends Haseeb and Irshad share a common interest of rearing pigeons for competitions. However, a tragedy has them recalling how many lives got ruined.",,,0 days 02:18:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
345,Aatma Ka Ghar 2,"Mohini and Harsha move to a different city, but the lustful spirit of Captain Raju strikes their world again, how will they face him?",,,0 days 01:30:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
346,Siruthai,A small-time thief's life changes when a little girl claims to be his daughter. He then decides to punish the criminals who are responsible for her plight.,,,0 days 02:34:00,,2011-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
347,Tere Bin Laden 2,A US agent hires a budding Bollywood director to shoot fake footage that would prove the death of Osama Bin Laden!,,,0 days 01:41:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
348,Tik Tik Tik,"When an asteroid is about hit India, the ISRO hires illusionist Vasu and his team. While the mission is risky, Vasu has a lot more at stake than his life.",,,0 days 01:57:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
349,Remo,An aspiring actor falls in love with an engaged doctor. He disguises himself as a female nurse to get close to her so that she calls off her engagement.,,,0 days 02:06:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
350,Dil Kya Kare,"Anand, his wife, Kavita, and their only child, a daughter Neha are a happy family. Things turn upside down when Neha is stalked by a mysterious woman, Nandita.",,,0 days 02:32:00,,1999-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
351,Karzzzz,"Monty, a musician, hallucinates strange visions. To take a break from his ordeal, he lands up in a place that opens a secret from his past life.",,,0 days 02:18:00,,2008-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
352,Bang Bang,The last thing bank receptionist Harleen wanted was to be used as a decoy for a mysterious thief who stole the Kohinoor. What awaits her next?,,,0 days 02:26:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
353,Julie,"A victim of circumstances, disillusioned Julie becomes a call girl. She meets Mihir, and they fall in love. Will he accept her for what she is?",,,0 days 01:48:00,,2004-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
354,Vasham - The Book,Can one get powerful enough to control someone else's mind and thoughts? Find your answers through the lives of a doctor and an actor.,,,0 days 01:46:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
355,Gurgaon,"When the daughter of a real estate tycoon is kidnapped, her family desperately tries to track her whereabouts; while unravelling long buried family secrets.",,,0 days 01:41:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
356,Rowdy,"Anna, a mafia don and benefactor of the poor, loves his son. However, the father-son relationship hits rock bottom thanks to the latter's girlfriend.",,,0 days 01:48:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
357,Gulaebaghavali,"A group of thieves is hired by a local don to recover a treasure that was buried by his grandfather. However, the plan derails when a criminal joins them.",,,0 days 01:46:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
358,Anbudan Appavukku,"Abhiram decides to seek revenge from Krishnamurthy, the man responsible for his father's misfortune. Will he get Krishnamurthy to pay for his sins?",,,0 days 02:29:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
359,Gali Gali Chor Hai,"Bharat, a cashier and a small-time actor, gets comically caught in the corrupt web of the legal system.",,,0 days 01:49:00,,2012-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
360,Joy Ma Kali Boarding,"To secure a couple-only accommodation, two desperate men hire their actor friends as their wives. But the quick solution soon snowballs into a comedy of error.",,,0 days 01:24:00,,2020-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
